Cliente [cód];Venda anual;Últim venda;Família
ACRILDOMOS ARTEF EM ACRILICO LTDA [27755];121.66;08/07/2024 00:00;IATD
ACRILDOMOS ARTEF EM ACRILICO LTDA [27755];406.8;30/09/2021 00:00;PSeI
ACRILSIGNS COM DE ARTEFATOS DE MATERIAL PLASTICO [60896];2622.88;02/03/2022 00:00;IATD
ACTIA DO BRASIL IND E COM LTDA [27152];0.75;08/11/2021 00:00;_EVA
ACTIA DO BRASIL IND E COM LTDA [27152];1499.7;10/09/2025 00:00;_OUT
ACTIA DO BRASIL IND E COM LTDA [27152];2731;22/08/2022 00:00;_PVC
ACTIA DO BRASIL IND E COM LTDA [27152];6.267.600.000.000.000;10/09/2025 00:00;AUTO
ACTIA DO BRASIL IND E COM LTDA [27152];1714.5;28/07/2022 00:00;ELET
ACTIA DO BRASIL IND E COM LTDA [27152];5.904.860.000.000.000;10/09/2025 00:00;IATD
ACTIA DO BRASIL IND E COM LTDA [27152];6.165.719.999.999.990;10/09/2025 00:00;PSeI
ACTION PLANE COMERCIO DE GASES INDUSTRIAIS LTDA [58541];113.85;23/06/2022 00:00;_OUT
ACTION PLANE COMERCIO DE GASES INDUSTRIAIS LTDA [58541];636.8;20/12/2024 00:00;PSeI
ACTIVE DISTRIBUIDORA DE PRODUTOS VETERINARIOS LTDA [42052];243.2;21/10/2014 00:00;PSeI
ADAIR CASSOL [46318];62.5;13/04/2016 00:00;IATD
ADAIR CASSOL [46318];300;13/04/2016 00:00;SATW
ADAIR JOSE DA SILVA FERREIRO [43370];4.35;06/03/2015 00:00;REFL
ADAIR JOSE HAAS [54441];36;04/04/2019 00:00;AUTO
ADAIR JOSE REMUS - STANDS - ME [50512];104;29/09/2017 00:00;_OUT
ADAIR JOSE REMUS - STANDS - ME [50512];1475.46;04/06/2018 00:00;IATD
ADAIR JOSE REMUS - STANDS - ME [50512];612.93;10/10/2017 00:00;PAPE
ADAIR JOSE REMUS - STANDS - ME [50512];208.6;26/04/2018 00:00;PSeI
ADAIR JOSE REMUS [50344];83.43;18/08/2017 00:00;IATD
ADAIR NUMES MAGALHAES [55388];69;16/08/2019 00:00;REFL
ADALBERTO BUFFI DA SILVA [49888];10;14/06/2017 00:00;_CFM
ADALBERTO DOS REIS [45819];4;30/11/2015 00:00;
ADALBERTO DOS REIS [45819];57;03/09/2018 00:00;_ASD
ADALBERTO DOS REIS [45819];2;30/11/2015 00:00;ELET
ADALBERTO DOS REIS [45819];6;30/11/2015 00:00;IATD
ADALBERTO MORESCO [41276];201.6;11/08/2014 00:00;IATD
ADALCIR BRUBACHER [37511];7;24/07/2013 00:00;REFL
ADALTO BIERMANN DE PONTES [48198];13.3;05/10/2016 00:00;ELET
ADALTO BIERMANN DE PONTES [48198];60;05/10/2016 00:00;IATD
ADAO ADROALDO FORTES DA CONCEICAO [42359];54;06/11/2014 00:00;_OUT
ADAO BANDEIRA DE VARGAS [40938];845;24/06/2014 00:00;IATD
ADAO BANDEIRA DE VARGAS [40938];5.33;20/12/2022 00:00;PSeI
ADAO BORGES DE VARGAS [36947];10.28;05/06/2013 00:00;_EPI
ADAO DE OLIVEIRA DAITX [43899];38;04/05/2015 00:00;IATD
ADAO DOMINGOS FREITAS [67501];10;21/08/2025 00:00;IATD
ADAO FARIAS DA SILVA [47026];201.24;11/05/2016 00:00;IATD
ADAO FERREIRA PAES [36374];50.7;16/04/2013 00:00;REFL
ADAO GOMES DOS SANTOS [33077];1482.64;30/01/2015 00:00;_OUT
ADAO GOMES DOS SANTOS [33077];2.4;09/08/2013 00:00;PSeI
ADAO LUIZ PINTO [43501];45;25/05/2016 00:00;
ADAO LUIZ PINTO [43501];9.25;20/03/2015 00:00;_ASD
ADAO LUIZ PINTO [43501];50.47;20/03/2015 00:00;ELET
ADAO MACHADO DE MENEZES [41720];23.6;22/06/2015 00:00;IATD
ADAO MACHADO DE MENEZES [41720];60;08/09/2014 00:00;PSeI
ADAO PAIXAO DA ROSA [52433];27.828.999.999.999.900;05/07/2021 00:00;_OUT
ADAO PAIXAO DA ROSA [52433];199.6;06/04/2021 00:00;IATD
ADAO PAIXAO DA ROSA [52433];62.7;20/01/2020 00:00;PAPE
ADAO PAIXAO DA ROSA [52433];36;04/02/2020 00:00;PSeI
ADAO SEDIR DORNELES LOPES [53335];973.89;05/06/2025 00:00;IATD
ADAZZ IND E COM DE PRODUTOS METAL E ART MAD EIRELI [43016];6.595.999.999.999.990;16/09/2015 00:00;_ASD
ADEFERR REPRESENTACOES LTDA - ME [43423];153.75;04/08/2021 00:00;IATD
ADEFERR REPRESENTACOES LTDA - ME [43423];106.08;04/08/2021 00:00;PSeI
ADELAR FINGER DUTRA JUNIOR [52991];487.94;24/10/2018 00:00;IATD
ADELAR WOLFART [66301];632.79;21/11/2024 00:00;PAPE
ADELCIO ANTONIO VIEIRA DA SILVA  [58603];54.3;06/11/2020 00:00;IATD
ADELGHI ERNESTO RASIA [36561];48.69;30/04/2013 00:00;_OUT
ADELGHI ERNESTO RASIA [36561];51.84;30/04/2013 00:00;PSeI
ADELMO GOMES MARTINS [37877];52;26/08/2013 00:00;REFL
ADEMAR GERMANO BEHENCK [49447];24;07/04/2017 00:00;IATD
ADEMAR ROSSI CECHIM [62132];56.82;10/03/2023 00:00;_ASD
ADEMAR ROSSI CECHIM [62132];67.25;01/11/2022 00:00;IATD
ADEMAR ROSSI CECHIM [62132];32;01/11/2022 00:00;SATW
ADEMIR ALMEIDA GONSALVES [37303];10;07/03/2016 00:00;
ADEMIR ALMEIDA GONSALVES [37303];46;12/07/2013 00:00;_ASD
ADEMIR ALMEIDA GONSALVES [37303];14;18/10/2016 00:00;_PVC
ADEMIR ALMEIDA GONSALVES [37303];40;08/03/2016 00:00;FELT
ADEMIR ALMEIDA GONSALVES [37303];67.5;18/10/2016 00:00;IATD
ADEMIR ALMEIDA GONSALVES [37303];131;18/12/2013 00:00;PELI
ADEMIR ANTONIO CHIOSSI [52066];11.5;10/04/2018 00:00;_PVC
ADEMIR BARTIKOSKI DA ROCHA [48808];68.64;12/01/2017 00:00;IATD
ADEMIR BEMPCH LOVATTO [40829];50;15/06/2016 00:00;
ADEMIR BEMPCH LOVATTO [40829];659.7;17/12/2024 00:00;_ASD
ADEMIR BEMPCH LOVATTO [40829];50.190.999.999.999.900;05/06/2025 00:00;_OUT
ADEMIR BEMPCH LOVATTO [40829];21;28/10/2021 00:00;AUTO
ADEMIR BEMPCH LOVATTO [40829];253.44;05/12/2024 00:00;ELET
ADEMIR BEMPCH LOVATTO [40829];1088.34;26/03/2025 00:00;IATD
ADEMIR BEMPCH LOVATTO [40829];200;05/12/2024 00:00;PAPE
ADEMIR BEMPCH LOVATTO [40829];149.9;17/12/2024 00:00;PSeI
ADEMIR BEMPCH LOVATTO [40829];18;06/02/2018 00:00;SATW
ADEMIR BEMPCH LOVATTO-PJ [53091];36.65;19/09/2018 00:00;_ABR
ADEMIR BEMPCH LOVATTO-PJ [53091];260;02/12/2019 00:00;_ASD
ADEMIR BEMPCH LOVATTO-PJ [53091];51.05;04/09/2020 00:00;_OUT
ADEMIR BEMPCH LOVATTO-PJ [53091];22.53;10/08/2022 00:00;ELET
ADEMIR BEMPCH LOVATTO-PJ [53091];516.28;13/09/2022 00:00;IATD
ADEMIR BEMPCH LOVATTO-PJ [53091];44.25;10/08/2022 00:00;PSeI
ADEMIR CARLOS ROSSA [50108];43.43;17/07/2017 00:00;IATD
ADEMIR DA SILVA MARTINS [36129];34.56;21/03/2013 00:00;PSeI
ADEMIR DIAS SCHINETZCKI - ME [37876];207.43;24/11/2014 00:00;_OUT
ADEMIR DIAS SCHINETZCKI - ME [37876];30;24/11/2014 00:00;PSeI
ADEMIR DIAS SCHINETZCKI [58209];465.35;18/06/2025 00:00;_OUT
ADEMIR DIAS SCHINETZCKI [58209];144.5;05/12/2023 00:00;PAPE
ADEMIR DIAS SCHINETZCKI [58209];37.65;08/01/2025 00:00;PSeI
ADEMIR FERNANDO KRUGER [60816];187.5;19/11/2021 00:00;REFL
ADEMIR FERRI CARDOSO [41405];62;16/12/2014 00:00;PSeI
ADEMIR LEITAO [63572];7.555.100.000.000.000;19/05/2023 00:00;FTAQ
ADEMIR NUNES SCHINETZCKI [34996];137.49;25/03/2014 00:00;_OUT
ADEMIR NUNES SCHINETZCKI [34996];18.66;22/04/2014 00:00;PSeI
ADEMIR PARTICHELLI [47174];50;01/06/2016 00:00;_OUT
ADEMIR PARTICHELLI [47174];33;19/03/2020 00:00;IATD
ADEMIR PRESTES LOPES [37768];48.69;15/08/2013 00:00;_OUT
ADEMIR PRESTES LOPES [37768];409.94;12/06/2025 00:00;IATD
ADEMIR PRESTES LOPES [37768];139.7;07/06/2021 00:00;PSeI
ADEMIR ROSA MENDES [65239];48.7;24/04/2024 00:00;IATD
ADEMIR SCHNORR DOS SANTOS [66752];98.04;13/03/2025 00:00;IATD
ADERBAL FERNANDES LIMA [56479];55.52;17/01/2020 00:00;IATD
ADERCIO LAMPUGNANI [55795];50;14/10/2019 00:00;_OUT
ADERCIO LAMPUGNANI [55795];19.79;14/10/2019 00:00;IATD
ADERCIO LAMPUGNANI [55795];14.4;14/10/2019 00:00;PSeI
ADERICO DECARLI BENFICA [58580];7.174.000.000.000.000;05/11/2020 00:00;IATD
ADF & MDF SOLUCOES EM CLIMATIZACOES LTDA - ME [38178];54.86;23/09/2013 00:00;_OUT
ADF & MDF SOLUCOES EM CLIMATIZACOES LTDA - ME [38178];141.22;23/09/2013 00:00;PAPE
ADF & MDF SOLUCOES EM CLIMATIZACOES LTDA - ME [38178];26.7;23/09/2013 00:00;PSeI
ADFL REPRESENTACAO LTDA - ME [40770];204.2;10/07/2015 00:00;_OUT
ADI DISTRIBUIDORA DE COSMETICOS LTDA [61437];73.2;29/03/2022 00:00;PSeI
ADI GEL IND. E COM. DE PRODUTOS ALIM.LTDA. [28870];25;25/10/2018 00:00;
ADI GEL IND. E COM. DE PRODUTOS ALIM.LTDA. [28870];436;19/02/2025 00:00;_ASD
ADI GEL IND. E COM. DE PRODUTOS ALIM.LTDA. [28870];170;24/07/2013 00:00;_OUT
ADI GEL IND. E COM. DE PRODUTOS ALIM.LTDA. [28870];4.52;04/10/2017 00:00;ELET
ADI GEL IND. E COM. DE PRODUTOS ALIM.LTDA. [28870];73.63;26/06/2020 00:00;IATD
ADILCO OSVALDO TIMOTEO [52012];548.76;05/10/2018 00:00;IATD
ADILOR AMANDIO CANDIDO [39358];103.5;17/01/2014 00:00;IATD
ADILSON ANGELO DO AMARAL [53814];518.4;08/11/2021 00:00;PSeI
ADILSON CARUSO FERREIRA [64225];51;05/09/2023 00:00;IATD
ADILSON COMERCIO DE VEICULOS LTDA [65654];61.45;01/09/2025 00:00;_ASD
ADILSON COMERCIO DE VEICULOS LTDA [65654];22.5;01/09/2025 00:00;AUTO
ADILSON COMERCIO DE VEICULOS LTDA [65654];21.6;12/07/2024 00:00;ELET
ADILSON COMERCIO DE VEICULOS LTDA [65654];503.65;01/09/2025 00:00;IATD
ADILSON DE AGUIAR BRANCO [42137];28.5;16/10/2014 00:00;IATD
ADILSON DE AGUIAR BRANCO [42137];5.2;16/10/2014 00:00;PSeI
ADILSON DUTRA FRANCO [63686];343.07;26/07/2023 00:00;IATD
ADILSON JOAO BITELLO LTDA. [28080];53;01/07/2013 00:00;IATD
ADILSON JOSE DA CRUZ [62955];48.8;12/01/2023 00:00;IATD
ADILSON KLEINE [33420];37.5;21/12/2023 00:00;_ASD
ADILSON KLEINE [33420];97.87;23/02/2024 00:00;IATD
ADILSON ROBERTO VEDOY DOS SANTOS [34181];45.21;29/04/2013 00:00;_OUT
ADINA COELHO DA CUNHA [61042];126;09/02/2022 00:00;IATD
ADINA COELHO DA CUNHA [61042];218;16/08/2023 00:00;PSeI
ADINOX COMERCIO DE SUCATAS E TRANSPORTES LTDA [62164];88.92;24/01/2023 00:00;_OUT
ADINOX COMERCIO DE SUCATAS E TRANSPORTES LTDA [62164];838.66;24/01/2023 00:00;IATD
ADINOX COMERCIO DE SUCATAS E TRANSPORTES LTDA [62164];2758.15;24/01/2023 00:00;PAPE
ADIR LUI DA SILVA [35312];116.15;14/02/2013 00:00;_EPI
ADIR VENES DA ROSA  ME [47751];21.7;09/08/2016 00:00;IATD
ADIR VENES DA ROSA  ME [47751];6.6;08/08/2016 00:00;REFL
ADM COMERCIO DE MOVEIS LTDA [67094];50;29/05/2025 00:00;_ASD
ADM COMERCIO DE MOVEIS LTDA [67094];14.782.240.000.000.000;29/08/2025 00:00;IATD
ADMINISTRACAO DE IMOVEIS CERTA LTDA [62981];150.4;10/02/2023 00:00;REFL
ADMINISTRADORA GAUCHA DE SHOPPING CENTERS S.A [46585];636;21/03/2016 00:00;_PVC
ADMINISTRADORA GAUCHA DE SHOPPING CENTERS S.A [46585];201.6;17/03/2016 00:00;IATD
ADMINISTRADORA GAUCHA DE SHOPPING CENTERS S.A [46585];2640;27/09/2017 00:00;SATW
ADMIX INDUSTRIA COMERCIO ELETROELETRONICOS LTDA ME [30156];139.68;11/10/2013 00:00;IATD
ADOLFO VALDIR DONNER [56669];44.5;28/10/2024 00:00;IATD
ADOSUL IND. E COM. DE CONFECCOES LTDA. [28406];15;15/07/2014 00:00;_EPI
ADOSUL IND. E COM. DE CONFECCOES LTDA. [28406];53.8;03/04/2014 00:00;_OUT
ADOSUL IND. E COM. DE CONFECCOES LTDA. [28406];240;27/04/2022 00:00;IATD
ADOSUL IND. E COM. DE CONFECCOES LTDA. [28406];22.260.000.000.000.000;16/01/2025 00:00;PSeI
ADOSUL IND. E COM. DE CONFECCOES LTDA. [28406];45.45;31/10/2017 00:00;TAPT
ADRIAN PRATES TORRES [47041];26;13/05/2016 00:00;REFL
ADRIANA BERGAMASCHI GLASENAPP [46358];132;16/02/2016 00:00;PSeI
ADRIANA BRUCE [61312];68;22/09/2023 00:00;IATD
ADRIANA BRUCE [61312];40.84;25/06/2024 00:00;PSeI
ADRIANA COLOMBO FREITAS [37845];110;22/08/2013 00:00;FELT
ADRIANA DUARTE DE OLIVEIRA [65706];882.24;18/03/2025 00:00;_OUT
ADRIANA DUARTE DE OLIVEIRA [65706];10.868.899.999.999.900;18/03/2025 00:00;PAPE
ADRIANA FERRARI KABOV- SERRALHERIA [64344];27;13/06/2024 00:00;_ASD
ADRIANA FERRARI KABOV- SERRALHERIA [64344];264.83;13/06/2024 00:00;IATD
ADRIANA GASTAL PULUPA & CIA LTDA ME [61681];7.566.399.999.999.990;18/05/2022 00:00;IATD
ADRIANA M. MATTEVI LTDA [65752];16;13/05/2025 00:00;_ASD
ADRIANA M. MATTEVI LTDA [65752];22.280.999.999.999.900;26/08/2025 00:00;IATD
ADRIANA M. MATTEVI LTDA [65752];7.113.152.999.999.990;09/09/2025 00:00;PAPE
ADRIANA NUNES [66736];60;12/03/2025 00:00;IATD
ADRIANA PINTO GOUVEA [50846];43.43;24/10/2017 00:00;IATD
ADRIANA REGINA WATHIER [31754];50;13/11/2015 00:00;_OUT
ADRIANA REGINA WATHIER [31754];14;07/08/2014 00:00;IATD
ADRIANA RIGO MORAGINSKI [44034];36.5;18/05/2015 00:00;PSeI
ADRIANA SFFAIR & CIA LTDA [49785];1483.05;04/09/2025 00:00;IATD
ADRIANA SILVEIRA DA SILVA FARIAS   ME [41120];24.5;11/07/2014 00:00;IATD
ADRIANA SILVEIRA DA SILVA FARIAS   ME [41120];17;28/05/2015 00:00;PSeI
ADRIANE BEDIN  [58570];11.271.000.000.000.000;17/11/2020 00:00;_ASD
ADRIANE BEDIN  [58570];33.230.000.000.000.000;03/12/2020 00:00;ELET
ADRIANE BEDIN  [58570];176.52;03/12/2020 00:00;IATD
ADRIANE MARIA TONIN GROTTO [34932];18.8;21/07/2015 00:00;IATD
ADRIANE MARIA TONIN GROTTO [34932];5.25;17/07/2015 00:00;PSeI
ADRIANO ALEXANDRE KAYSER [44422];108.92;25/06/2015 00:00;IATD
ADRIANO ATHANASIO KOLBE [50966];65;08/11/2017 00:00;_OUT
ADRIANO ATHANASIO KOLBE [50966];5.5;08/11/2017 00:00;PSeI
ADRIANO AZEVEDO DE MEDEIROS [31677];827.2;09/12/2021 00:00;_OUT
ADRIANO AZEVEDO DE MEDEIROS [31677];22.4;29/01/2021 00:00;PSeI
ADRIANO BENINE MARQUES [35979];48.69;08/03/2013 00:00;_OUT
ADRIANO BENINE MARQUES [35979];8.64;19/03/2013 00:00;PSeI
ADRIANO BRITTO DE SOUZA [61674];442;17/05/2022 00:00;SATW
ADRIANO CARDOSOS PUST [51855];110.01;09/03/2018 00:00;IATD
ADRIANO DA SILVA [66083];65;04/10/2024 00:00;_OUT
ADRIANO DA SILVA DUARTE [33800];20;21/09/2017 00:00;_ASD
ADRIANO DA SILVA DUARTE [33800];20;21/02/2013 00:00;_EPI
ADRIANO DA SILVA DUARTE [33800];88.92;30/08/2023 00:00;_OUT
ADRIANO DA SILVA DUARTE [33800];28.5;15/12/2016 00:00;IATD
ADRIANO DA SILVA DUARTE [33800];30;27/01/2020 00:00;PSeI
ADRIANO DA SILVA LENTZ [67083];59.49;22/05/2025 00:00;IATD
ADRIANO DE MORAES [37715];10.5;17/03/2015 00:00;
ADRIANO DE MORAES [37715];36;17/03/2015 00:00;_ABR
ADRIANO DE MORAES [37715];119.7;06/02/2025 00:00;_ASD
ADRIANO DE MORAES [37715];10;09/12/2024 00:00;IATD
ADRIANO FERREIRA DA SILVA [54336];1343.65;03/08/2021 00:00;_PVC
ADRIANO LISBOA BRAGA [60792];132.5;12/11/2021 00:00;IATD
ADRIANO MACIEL BRAGA [49516];65.88;31/03/2022 00:00;IATD
ADRIANO MACIEL BRAGA [49516];208.3;02/03/2023 00:00;REFL
ADRIANO MARINHO RICARDO [61377];19;21/03/2022 00:00;AUTO
ADRIANO MARKUS [41716];51;05/09/2014 00:00;IATD
ADRIANO MORAES  [66684];32;27/02/2025 00:00;IATD
ADRIANO MORAES  [66684];8.5;27/02/2025 00:00;PSeI
ADRIANO MULLER GONCALVES [37350];100;01/11/2019 00:00;_OUT
ADRIANO MULLER GONCALVES [37350];50.5;26/06/2019 00:00;IATD
ADRIANO MULLER GONCALVES [37350];15;24/09/2013 00:00;PELI
ADRIANO MULLER GONCALVES [37350];6.25;07/07/2016 00:00;PSeI
ADRIANO PADILHA ALVES [51399];37.9;07/02/2019 00:00;_ASD
ADRIANO PADILHA ALVES [51399];48;08/01/2018 00:00;_OUT
ADRIANO PADILHA ALVES [51399];6;07/02/2019 00:00;PSeI
ADRIANO PALMA [39265];61.5;10/01/2014 00:00;IATD
ADRIANO PERKOV DE OLIVEIRA [44031];18;15/05/2015 00:00;IATD
ADRIANO PIRES BITTENCOURT [59037];31.5;05/01/2021 00:00;IATD
ADRIANO REINALDO-ME [35361];4.4;12/06/2015 00:00;_ASD
ADRIANO REINALDO-ME [35361];54.72;29/09/2015 00:00;FTAQ
ADRIANO REINALDO-ME [35361];1379.75;01/04/2025 00:00;IATD
ADRIANO REINALDO-ME [35361];92.52;12/03/2013 00:00;PAPE
ADRIANO REINALDO-ME [35361];308.48;02/09/2019 00:00;PSeI
ADRIANO SANTIAGO DA SILVA  [64223];126;06/02/2024 00:00;_ASD
ADRIANO SANTIAGO DA SILVA  [64223];771.24;04/07/2024 00:00;IATD
ADRIANO SANTOS DE OLIVEIRA [41767];16;11/09/2014 00:00;IATD
ADRIANO STERN [44503];43.43;03/07/2015 00:00;IATD
ADROALDO DE OLIVEIRA DIAS [63034];19.8;24/01/2023 00:00;IATD
ADROALDO FLORES DO PRADO [63461];35.423.999.999.999.900;24/04/2023 00:00;FTAQ
ADROALDO FLORES DO PRADO [63461];126.36;24/04/2023 00:00;IATD
ADS COMERCIO DE ACO INOX CORTE E DOBRA LTDA [66194];1463.21;27/08/2025 00:00;IATD
ADUANA COMERCIO DE EQUIPAMENTOS LTDA [60488];229.5;18/06/2024 00:00;IATD
ADVANCE TECNOLOGIA LTDA [2327];158;29/10/2019 00:00;IATD
ADYSON RODRIGUES CORREA [46408];19.94;23/02/2016 00:00;IATD
AEB ESTRUTURAS METALICAS LTDA [43953];35;22/03/2016 00:00;
AEB ESTRUTURAS METALICAS LTDA [43953];414.8;12/07/2018 00:00;PELI
AEL SISTEMAS S/A [27580];6;08/08/2016 00:00;
AEL SISTEMAS S/A [27580];93.42;25/02/2014 00:00;_ASD
AEL SISTEMAS S/A [27580];451.46;01/10/2021 00:00;_OUT
AEL SISTEMAS S/A [27580];137.5;10/04/2017 00:00;ELET
AEL SISTEMAS S/A [27580];2687.16;26/09/2024 00:00;FECH
AEL SISTEMAS S/A [27580];45;18/05/2016 00:00;FTAQ
AEL SISTEMAS S/A [27580];5158.93;05/09/2025 00:00;IATD
AEL SISTEMAS S/A [27580];0.75;24/07/2020 00:00;PEL2
AEL SISTEMAS S/A [27580];2603.33;03/06/2025 00:00;PSeI
AEL SISTEMAS S/A [27580];105;10/07/2018 00:00;REFL
AELBRA EDUC SUP GRADUACAO E POS GRADUACAO S A [25358];855;08/07/2021 00:00;ELET
AELBRA EDUC SUP GRADUACAO E POS GRADUACAO S A [25358];11836;19/08/2024 00:00;IATD
AELBRA EDUCACAO SUPERIOR - GRAD E POS-GRAD S.A [29207];344.56;15/05/2025 00:00;IATD
AELCIO DAMIAO PROLO [53503];39.47;13/11/2018 00:00;IATD
AEME DISTR DE MATERIAL ELETRICO E HIDRAULICO LTDA [58749];5.910.500.000.000.000;08/09/2021 00:00;ELET
AEME DISTR DE MATERIAL ELETRICO E HIDRAULICO LTDA [58749];543.2;21/07/2021 00:00;IATD
AEME DISTR DE MATERIAL ELETRICO E HIDRAULICO LTDA [58749];384;17/09/2021 00:00;PSeI
AEME DISTR DE MATERIAL ELETRICO E HIDRAULICO LTDA [58749];150;25/11/2020 00:00;SATW
AEROCARGO TRANSPORTES LTDA [37573];266.76;23/06/2022 00:00;_OUT
AEROCARGO TRANSPORTES LTDA [37573];962.4;19/03/2024 00:00;IATD
AEROCARGO TRANSPORTES LTDA [37573];41.3;15/01/2019 00:00;PAPE
AEROCARGO TRANSPORTES LTDA [37573];777.6;18/05/2021 00:00;PSeI
AEROCARGO TRANSPORTES LTDA [37573];23.5;19/03/2024 00:00;SIKA
AEROCLUBE DE ELDORADO DO SUL [55701];4.5;01/10/2019 00:00;_ASD
AEROCLUBE DO RIO GRANDE DO SUL [30965];155.8;15/02/2024 00:00;_ASD
AEROCLUBE DO RIO GRANDE DO SUL [30965];93.56;07/01/2025 00:00;IATD
AEROCLUBE DO RIO GRANDE DO SUL [30965];21.13;01/09/2016 00:00;PELI
AEROCLUBE DO RIO GRANDE DO SUL [30965];16;06/09/2013 00:00;PSeI
AEROCLUBE DO RIO GRANDE DO SUL [30965];300.96;03/10/2024 00:00;SATW
AEROMAG IND E BENEFICIAMENTO LTDA. - ME [36358];138.6;12/02/2014 00:00;_EPI
AEROMAG IND E BENEFICIAMENTO LTDA. - ME [36358];170;23/01/2018 00:00;_OUT
AEROMAG IND E BENEFICIAMENTO LTDA. - ME [36358];8;27/11/2020 00:00;_PVC
AEROMAG IND E BENEFICIAMENTO LTDA. - ME [36358];304.87;15/03/2022 00:00;IATD
AEROMOT AERONAVES E MOTORES S/A [27560];35;06/03/2018 00:00;_ASD
AEROMOT AERONAVES E MOTORES S/A [27560];45.209.999.999.999.900;21/03/2014 00:00;_OUT
AEROMOT AERONAVES E MOTORES S/A [27560];6.8;02/08/2016 00:00;_PVC
AEROMOT AERONAVES E MOTORES S/A [27560];60;31/07/2017 00:00;FECH
AEROMOT AERONAVES E MOTORES S/A [27560];51.44;10/05/2013 00:00;FTAQ
AEROMOT AERONAVES E MOTORES S/A [27560];808.1;21/06/2022 00:00;IATD
AEROMOT AERONAVES E MOTORES S/A [27560];98;06/03/2018 00:00;PAPE
AEROMOT AERONAVES E MOTORES S/A [27560];456.4;21/03/2014 00:00;PSeI
AEROMOT AERONAVES E MOTORES S/A [27560];540;22/05/2014 00:00;SATW
AEROMOT S/A - FILIAL [67596];30;10/09/2025 00:00;IATD
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084];34;25/06/2021 00:00;_ASD
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084];57;10/03/2015 00:00;AUTO
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084];4;10/12/2015 00:00;ELET
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084];104;19/10/2017 00:00;IATD
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084];54;14/01/2014 00:00;PSeI
AEROSINOS MANUTENCAO DE AERONAVES LTDA - ME [35084];45.45;19/10/2017 00:00;TAPT
AEST COMERCIO E SERVICOS EM ELETRONICA LTDA - ME [43791];97.7;13/05/2020 00:00;IATD
AF ACRILICOS E CORTE A LASER LTDA ME [58723];4677.41;30/09/2022 00:00;IATD
AF TECH SOLUCOES TECNICAS LTDA ME [49625];65;24/05/2017 00:00;_ABR
AF TECH SOLUCOES TECNICAS LTDA ME [49625];124;18/04/2018 00:00;_ASD
AFAP ELETRO MECANICA E ELETRONICA LTDA. [29190];90;06/02/2014 00:00;AUTO
AFAP ELETRO MECANICA E ELETRONICA LTDA. [29190];18.221.399.999.999.900;21/08/2014 00:00;IATD
AFAP ELETRO MECANICA E ELETRONICA LTDA. [29190];105.94;22/04/2014 00:00;PSeI
AFFONSO KRAUSPENHAR [45717];31;18/11/2015 00:00;IATD
AFG COMERCIO DE COMBUSTIVEIS LTDA [48725];195.6;22/12/2016 00:00;_EPI
AFG COMERCIO DE COMBUSTIVEIS LTDA [48725];2202.16;22/12/2016 00:00;IATD
AFONSO ARMILIATO BALDIGEN [51981];100;30/07/2019 00:00;_OUT
AFONSO ARMILIATO BALDIGEN [51981];50.8;09/08/2024 00:00;IATD
AFONSO ARMILIATO BALDIGEN [51981];79.8;16/04/2019 00:00;PAPE
AFONSO ARMILIATO BALDIGEN [51981];72;30/07/2019 00:00;PSeI
AGAU IND. DE EQUIPAMENTOS PARA AGUA LTDA. [27939];108;08/02/2018 00:00;_OUT
AGAU IND. DE EQUIPAMENTOS PARA AGUA LTDA. [27939];42;03/12/2013 00:00;FTAQ
AGAU IND. DE EQUIPAMENTOS PARA AGUA LTDA. [27939];83.58;29/04/2015 00:00;IATD
AGAU IND. DE EQUIPAMENTOS PARA AGUA LTDA. [27939];49.5;29/04/2015 00:00;PSeI
AGCO DO BRASIL MAQUINAS E EQUIP AGRICOLAS LTDA [88];1563.19;30/03/2017 00:00;_ASD
AGCO DO BRASIL MAQUINAS E EQUIP AGRICOLAS LTDA [88];791.8;03/08/2017 00:00;IATD
AGCO DO BRASIL MAQUINAS E EQUIP AGRICOLAS LTDA [88];3360;24/08/2017 00:00;PEL2
AGCO DO BRASIL MAQUINAS E EQUIP AGRICOLAS LTDA [88];468.39;27/10/2016 00:00;PSeI
AGCO DO BRASIL SOLUCOES AGRICOLAS LTDA - CANOAS [51724];48005;27/08/2025 00:00;_ASD
AGCO DO BRASIL SOLUCOES AGRICOLAS LTDA - CANOAS [51724];20.478.000.000.000.000;08/08/2025 00:00;_CFM
AGCO DO BRASIL SOLUCOES AGRICOLAS LTDA - CANOAS [51724];50.520.000.000.000.000;30/01/2019 00:00;AUTO
AGCO DO BRASIL SOLUCOES AGRICOLAS LTDA - CANOAS [51724];20.278.200.000.000.000;11/07/2025 00:00;IATD
AGCO DO BRASIL SOLUCOES AGRICOLAS LTDA - CANOAS [51724];1800;06/02/2019 00:00;PEL2
AGCO DO BRASIL SOLUCOES AGRICOLAS LTDA - CANOAS [51724];968.22;31/08/2023 00:00;PSeI
AGHF CONSTRUCOES E REFORMAS LTDA [60956];120;15/12/2021 00:00;SATW
